review,sentiment
Paking rapi cuma belunm di coba barang nya,1
"Barang sudah sampai,sdh dites berfungsi normal, pengiriman cepat",0
barang bagus paking rapih,0
"sesuai pesanan hanya belum dicoba, semoga bisa berfungsi dengan baik",1
Barang Ok sesuai dengan pesanan,1
Barang sudah sampai barang bagus sesuai keinginan gan terimakasih banyak gan ,1
Sudah di pasang dg kamera belakang. Bracket menempel dg sempurna di kaca belakang,1
"sesuai pesanan dan deskripsi packing ok, respon mantap, produk original by azdome, makasih azdome indonesia",1
merekat kuat. sesuai deskripsi dan fungsi. braket yang cocok untuk kamera belakang mobil,1
barangnya original berkualitas👍,1
"bagus , pas di mobil",1
mantab dan sangat bertungsi,1
"Bentuknya bagus, material bagus, sesuai ukuran kamera dan mudah pengaplikasiannya. Semoga laris. Terima kasih",1
barang sdh sampai tp belum coba di pasang,1
"Produk telah diterima dengan kondisi baik, tinggal perakitan bsk siang.
Terima kasih...",1
mempermudah pemasangan rear camera...,0
"yup, bracket sesuai dengan deskripsi, belum dipasang sih, tapi mudah harusnya 👍",1
"Lanjutan dari pembelian kamera untuk kendaraan kami, mekanik menyarankan hanya 1 kendaraan yg memerlukan bracket ini. Dan saya acungi jempol, kita tidak perlu beli barang... ",1
Barang sesuai pesanan dan deskripis pengiriman san proses om.,0
bautnya kebesaran gak masuk lubangnya,1
barang sdh diterima dengan baik,1
"puas, produk mantap",1
"lebih memudahkan, engga perlu buat dudukan sendiri",1
baranh sesuai pengiriman sanhat cepat,0
terbaik,1
"pengiriman cepat, barang dikirim sesuai pesanan, josss",1
"bagus, sesuai",1
baut braketnya kebesaran untuk dipasang di kamera belakang,1
Mksh brg sudah sampai dan dipakai. Sesuai spek,1
Sudah dipasang. Perlu beli ini jika kamera belakang mau dipasang didalam mobil.,1
Sesuai gambar & baik untuk digunakan sesuai dgn pengaplikasiannya,1
barang bagussss,1
Mantap!,1
"pelayanan bagus, admin fast respons, pesanan sesuai",1
3Mnya masih suka copot dr kaca,1
"sesuai pesanan, dan sudah terpasang dengan baik",1
Sangat sesuai dengan foto dan pas untuk dipasangi di dalam mobil untuk kamera belakang mobil,1
bagus pelayanan top,1
"barangnya bagus, pas dipakenya dan lumayan kokoh...",1
aman.,1
barang seeuai dan berfungsi baik. penting untuk extension bracket di belakang,1
"Good, sesuai",1
"Braket diterima dengan baik, pengiriman cepat sat set langsung sampe, kereeen azdome!",1
"Packing aman dan rapi, barangnya sesuai pesanan.",1
top banget. sesuai harapan. mudah instalasinya.,1
Sudah diterima sesuai deskripsi dan seller recommended,1
"Produk sesuai gambar dan deskripsi. Pengiriman dan packing dari seller cepat dan safety (bubblewrap). Pengiriman dari ekspedisi standar. Kualitas produk terlihat, hanya s... ",0
"di pasang di dalam jadinya harus pake ini, keren kok",1
Sesuai deskripsi. Langsung tempel & tdk ribet krn sdh ada semua.,0
"Barangnya mantap, barang terpasang dengan baik menggunakan kurir toko",1
"Oke, sangat kencang dipasang di kaca, gak mudah ngelupas.",1
"bagus, sekilas trlihat kuat",0
Bagus namun tidak terpakai,0
"Sesuai ekspektasi, senang sekali akhirnya bisa terpasang dashcam belakang tanpa harus ngebor di tempat plat nomor, jadi mudah pasangnya dan bisa pasang sendiri",1
"Pas banget braketnya, bisa dipasang di pintu belakang Xpander Cross 2023, perekatnya kuat sekali, mudah2an awet, sukses selalu 👍",1
"Cari2 ini dari dulu akhirnya ada juga di marketplace. Berfungsi dengan baik, gampang diadjust dan kuat bracketnya. Saya pakai utk kamera samping belakang. Andaikan udh ad... ",0
"oke... walaupun ternyata ga perlu2 amat sih sebenarnya, krn pada akhirnya dashcam dipasang dalam cabin",1
pas mantap sesuai yang di harapkan,1
mantap beneran. sesuai harga. pengiriman cepat sampai tujuan<24 jam,1
Barang berfungsi dgn baik,1
Sudah sampai ya.... thanks....,1
Berfungsi dengan baik Produk original kualitas terbaik Pas banget pas dipasang di mobil cocok,1
Pas banget pas dipasang di mobil cocok Produk original kualitas terbaik Berfungsi dengan baik,1
"Kalau semua produk begini konsumen gak nyesal, terimakasih",1
lets the stars talk.. Good..,1
Mantap 👌🏻,1
"sumpah istimewa
saya nilai
Original lah ini kamera depannya✅",1
"mantap kamera jernih ,seller recomended.... maaf telat kasih ulasan gan🙏🏻🙏🏻😀",1
good job,1
mantap. barang sesuai dengan deskripsinya. terima kasih,1
sip. pengiriman cepat barang bagus,0
langganan studio saya👍,1
komplit,1
"kualitas mirip dengan yang asli walaupun tetep bagusan yang original gopro, kelengkapan acc mantap",1
Murah meriah,1
murah meriah dapat banyak dan harga segitu sangat wort it,1
"kemasan kurang bagus, kotak nya ampir ancur.",0
Best sih lengkap,0
"Mantap..  Sesuai pesanan..  👍
Jenis barang lengkap sesuai foto.. 👍
Pengiriman cepat.. 👍
Packing rapi.. 👍
Rekomended seller.. 👍",1
Akhitnya dtg juga…prosesnya agak lama,1
lengkap,0
Lengkap dan ekonomis,1
pengiriman ceoat. packing aman. komplit. mantab. mg2 trus amanah.,1
barangnya lengkap kap Ampe bingung gimana aja cara pake nya. materialnya juga ok. dapet sekarung 😄. thx gan...,1
lengkap dan mounting2nya berguna,1
"Produk sesuai deskripsi. Semua fitur berfungsi baik. 
sudah murah komplit lagi barangnya",1
Mantaps. pengiriman juga cepat.,0
barang sampai dengan baik,1
barang mendarat dgn aman....mksh toko dan seller nya..barang sesuai diskripsi👍👍👍,1
"sudah sampai, lengkap untuk semua kebutuhan... kwalitas lumayan semoga awet lah",1
toko nya cepat tanggap! puas banget thank you ya!,1
pengiriman cepat bos q 👍👍 sesuai pesanan 👍,1
"produk nya lengkap dan fast respon,,mantapssss",1
maantap Brg bagus g nyesal deh,0
"mantap..
recomended lah..",1
terbaik pokoknya 😘😘😘😘😘,1
"barang aman 
packing mantap aman bget 
sesuai",1
"Thanks Gan, mantap.... responsive.... barang cepat sampe...",1
"sellernya baik, pelayanan memuaskan. recommended belanja disini.",1
tempat langganan kamera terbaik. sukses slalu 😇😇😇,1
Fast checkout experience. Thank you,1
"komunikasi baik, barang aman, garansi resmi",1
"akhirnya yg ditunggu tiba, suka sama service jpc kemang
fast respon mantap
barang resmi alta",1
"oke, tinggal nunggu Claim FTZ II nya",0
"Barang Original Nikon,",1
The best fungsi semua,1
Pengiriman dan Layanan JPC Kemang fast respon . Sangat koperatif dengan pertanyan yang di berikan .,1
"Respon cepat dan ramah
Barang cepat sampai
Aman dan amanah
Trimakasih JPC..🙏🏻☺️",1
"Mantappp, dapet bonus ftz by claim juga",1
"Terimkasih.
selalu langganan beli kamera disini",1
"Respon penjual cepat, pengiriman cepat, produknya bagus, dapat bonus claim FTZ II, jadi bisa pakai lensa2 F mount. Recommended seller & product.",0
"Produk sesuai deskripsi, barangnya sesuai gambar 👍🏻 Semua fitur berfungsi baik ,bergaransi resmi packingnya aman 📦, dan adminnya sangat sabar",1
Kameranya sesuai ekspektasi bergaransi resmi Produk sesuai deskripsi Semua fitur berfungsi baik,1
"pokoknya admin2 nya ramah , saya nanya apa ajh selalu d bls walaupun beli nya lama , hehe",0
"respon penjual cepat, barang sudah di coba berfungsi dengan baik,",1
fast respon n recommended seller 👍🏻,1
"harga sesuai kualiti
packing aman
pengiriman aman",1
pengiriman cepat,0
Cuma ga ada ID Card nya za ya,1
Barang tidak ada di kemasan.. cuma ada dashcam memory ga ada.. rugi bgt order dashcam sama memory 2 item nyampe nya 1 item 🥱,0
"belum dicoba, smoga awet 
thank you sukses selalu",1
"pesanan sesuai,  berfungsi dan packing aman",1
Sedang akan dipasang sebagaimana mestinya. oke gasss....,1
kalo ada komplain tolong responya cepat. Jgn mau deadline baru direspon. Tingkatkan lagi pelayanan after sales servicenya. Good Luck,1
sesuai harganya sesuai kualitasnya kurang baik,1
ok semoga dipasang tidak ada kendala,1
"tidak sesuai expektasi, sesuai harga, ad harga ad kualitas, tp berfungsi dengan baik",1
"barang ssmpai , langsung test...
hidup gambar sesuai harga, tapi sayang usianya ga sampai 5 menit LANGSUNG MATI....
Hanya lampu indikator power warna merah yg nyala...
co... ",1
"harus cukup cahaya.

😅",1
pengiriman bagus. tapi pakaging asal asalan ini barang mengandung lcd monitor kemasan karton hanya di bungkus plastik hitam doang. trus barang sy coba penangkapan kamera... ,0
"Sesuai dgn gambar dan harga, terima kasih Seller",1
"barang sesuai dan cocok, cepat sampai, fast respond",1
sesuai deskripsi dan harga,1
Murah tapi lumayan lah,1
murah dan bagus,0
stok lama gak bisa dihidupkan jika kbl cash di lepas.sesuai harga.terima kasih,1
"ok, tapi batre nya ngedrop klo kabel dicabut",1
lumayanlah dengan harga segitu.tinggal tahun lama apa ga,1
"Barang sudah diterima, tapi tidak yakin untuk dipasang di mobil. Pemakaiannya kurang ramah. Battery lekas banget kosong. Terima kasih seller.",1
"josss, termurah Dan produk bagus buat hobbyku....mantabss, kapan2 order lg ya gan, Semoga sukses sll",1
"blm coba, smg oke",1
"Barang diterima bagus, instalasi cukup gampang, ukuran agak kekecilan susah utk setting, monitor kurang jelas, hasil belum dicoba",1
o,1
sdh sampai blm sempet di coba,1
mantap sesuai pesanan...,1
"Barang sudah diterima dg baik, Paket kondisi aman, tinggal dicoba. Semoga aman, Terima kasih seller dan Tokped. Semoga makin sukses... 🤲👋",1
"penggunaan terbatas, tombol kurang responsif dan susah untuk memutar kembali.",1
"saya kira tidak berfungsi... saya pasang chip 132 G tdk bs rekam... stlh saya ganti dg 32G , baru bisa rekam.",1
kualitas sesuai harga... pngiriman cepat respon penjual cepat,1
"kamera tdk bs dicoba krn charger mobilnya tdk berfungsi,kalau bs chrger mobil dikirim yg baru",1
"sesuai pesanan... mantaf,befungs dengan baik.. terimakasih sangat memuaskan👍",1
"barang sesuai, packing bagus, pengiriman tepat waktu",0
"barang tidak lengkap , pengiriman terpisah, dan belum sampai sudah hampir 3 hari",0
mantap... berfungsi dengan baik...,1
"lumayan bagus, sesuai harga",1
Batrei drop baru charge penuh langsung habis penjual tdk respon chat,1
Biarkan bintang yang bicara,0
"Barang nya lumayan dengan harga segitu, pengiriman nya telalu lama.",0
"Kamera berfungsi dengan baik, sesuai kualitas nya 👍",1
Barang Lengkap. Tq Seller 🌟🌟🌟🌟🌟,1
.lumayan,1
gambarnya gak jelas,1
sesuai gambar packing aman..moga awet..gut,1
micro sd vgen mantap.. berfungsi dengan baik..,1
"berfungsi normal
kualitas sesuai harga....",1
"semua berfungsi dengan baik, kecuali baterainya saja yang bertahan cuma 30 detik.",1
"Kamera nyala klo di colokin ke colokan rumah, tapi bonggol cocokan ke mobilnya mati. Padahal sudah dibilang tolong di check dulu semua",1
"Sejauh ini berfungsi dengan baik, cuma ternyata pengiriman memori dan kamera terpisah, lebih dulu kamera, coba pakai memori merk Sandisk 16gb tidak bisa dipakai kamera la... ",0
"sesuai diskripsi. 
bagus. fungsi normal. kabel panjang jd bs rapi di mobil
review sesudah 5hari. camera mati.",1
"respons cepat, barang ok, packing ok, pengiriman cepat",1
sesuai harga,1
"Barang sesuai deskripsi, packing bagus dan aman.",0
"barang sesuai pesanan, respon penjual cepat  , Terimakasih",1
duit gak bohong,0
baru tiba belum di coba mudah 2 an semua berfungsi baik,1
jelek untuk malam,0
"Barang Oke & Respon Cepat 
Cuma Blm DiCoba Krn Kondisi Kamera Hrs Colok Ke Charger Mobil.
Sukses Buat Usahanya Ya,Makasih 🙏",1
cocok.. berfungsi dengan baik,1
"Sdh terima, kualitas sesuai harga lah, terima kasih",1
"sesuai harga lah ya, kualitas barang standar aja",1
"Barang di layar seperti ada lecet2 gituh terkesan seperti barang bekas, kualitas gambar yah sesuai hargalah jangan berharap lebih, cukup seperti hasil kamera VGA, rekaman... ",1
barang sudah kami terima dengan baik,1
Seller ramah dan cepat tanggap,1
Barang tiba sesuai pesanan tapi belom dicoba 👌,1
"barang blm di coba,pemngiriman agak lambat,semoga bagus hasilnya",1
beli 2 pcs pakai gosend..cuma di kirim 1..satu nya pake sicepat..respon nya juga parah,0
"Hasil rekaman selalu freeze di tengah, resolusi file cuma 640x480 walaupun sudah dicoba set ke 1080 maupun ke 720.",1
"lumayanlah sesuai harga, yg penting berfungsi sesuai deskripsiBerfungsi dengan baik.",1
sesuaiBerfungsi dengan baik.,1
barang sesuai deskripsi.,0
"berfungsi dengan baik, super duper aman bangett packingnya 👍🏻",0
"Asli kedua kalinya beli sparepart di sini aman fungsi semua, mana packing aman bgt. Hampir kapok beli sparepart iphone gara"" beli di seller lain dapetnya sparepart sa... ",0
JOSSS MANTAP PERFECT ... Recommended Seller,1
"Kamera bekerja dengan baik, autofocus berjalan, semua fitur kamera bisa difungsikan, mantabb boskuhh",1
"Kamera jernih, ori copotan kualitas masih sangat bagus. OIS normal dan Auto fokus normal",1
berfungsi dengan baik....semoga awet.. packing super rapi...harga ramah di kantong,1
Ono rupo ono rego #gituaja,1
Packing solid dan pengiriman cepat. Setelah dipasang barang pun berfungsi baik,0
Hasil foto dan video kamera belakangnya 👍,1
Sejauh ini bagus,0
"Packing dan pelayanan sangat baik, produk juga memuaskan",1
Alhamdulillah berfungsi,1
Mantabb kamerajos,1
"Recommended SELLER!!
real online shop... 
beneran toko online yg peduli akan produk atau barangnya aman diterima oleh pembeli dengan packing yang benar sesuai standar.... ",1
"Pesanan sudah sampai sesuai pesanan, packing aman rapi. Terimakasih",1
"packing aman, langsung dikirim, tapi setelah pasang spare jadi matot. belum tau penyebabnya. (pasang sudah baik dan benar, udh biasa bongkar pasang).",1
"Predikat 3M nih Murah, Meriah, Mantaaap...sekali coba pasang langsung jadi dan hasil jepretannya lumayan bagus",1
"Syng kamera tak berfungsi, d pasang malah kamera depan ikut tak berfungsi, jd pasang kamera belakang yg lama lg aj.",1
Mantap. Terimakasih,1
sesuai deskripsi semoga tdk bermasalah sast install thx,0
"barang telah sampai.. 
pengiriman cepat..
kualitas mantap seperti baru lagi...
mudah2an awet kameranya.",1
Sudah terpasang dengan baik....,1
"Toko ini pantes jadi official store
responsnya ramah dan responsif
pengirimannya juga cepat
terus barangnya juga bagus
packingnya sefety dan rapi
harganya juga sangat ter... ",0
mantap berfungsi dgn baik,1
"pengiriman cepat.. respon penjual juga cepat, barang blm d coba tp mudah2n lancar ",1
Oke terima kasih gan,1
"Barang bagus, sesuai dan berfungsi dengan baik, kamera iphone saya skg jadi bisa focus lagi, terima kasih!",1
"Udah dipasang namun lom bisa nyala cameranya, flash juga ga nyala, mungkin ada yg perlu diperbaiki lagi.",1
"kemasan super aman, respon penjual cepat dan kualitas bagus",1
"pengirimannya dijamin aman. kerdusnya besar padahal isinya cuma secuil hahaha.
kualitas kameranya juga bagus",1
lumayan puas walaupun bisa nyala kamera nya cuman “agak”gede dr kamera asli bawaan nya jadi ganjel di flexible kamera hampir kena lcd nya...but bisa di akalin siey...oke... ,1
"order tgl 29agustus setelah pemakaian selama kurang lebih 1bln tidak ada kendal, mantap selau langganan",1
Kinclong,1
"Sesuai barangnya thnk you
",1
Recomended seller 👍,1
"Barangnya kecil, tp packagingnya gede, goks 😂",1
"Pesanan sesuai. Blm dicoba semoga bisa. Thanks
",1
Berfungsi dengan baik untuk kamera nyah??lancar jaya tpi tombol home nyah gk bisa d gunakan sama sekali ,1
"Sesuai deskripsi dan gambar. Produknya memang bukan dibuat baru oleh pabrik, tapi semacam copotan yang direkondisi, karena gak mungkin foxconn bikin suku cadang, jadi kea... ",0
Ok berfungsi dengan normal thanks,1
"pengiriman cepat,produk original",0
Selalu terpuaskannnnnn,1
semoga awet aamiin,1
"Sayangnya tidak dijelaskan kalau kamera ini second. Tertulis di deskripsi baru.
Harusnya dijelaskan di deskripsi. Bagaimana mungkin baru sementara ada gores dikit di bodi... ",0
"Barang sih ORi, tp tripod nya jelek
Saya beli pakai next day
Beli rabu dikirim jumat
Sampe minggu malam, acara BUBAR
Kecewa lah",0
"kwalitas barang bagus hasil top
respon penjual ok
home service pelayanan ok
kurir ok",1
"Keren wide angle nya kelihatan sangat luas, gambar jernih, parkir mundur jadi mudah. semoga awet terus.",1
biarkan bintang yang bicara. .,0
"all worked di new agya 2024, rear camera + instalasi do it yourself dirumah. guidance + admin helpfull.
type night camera kualitas gambarnya cukup, kalau mau yang jernih... ",1
"Sangat bagus, saya sdh pasang, kualitas barang 
lebih baik dp penjelasan di tokopedia",1
"barang pesanan sdh diterima blm terpasang
terimakasih seller dan kurir Produk original kualitas terbaik",1
siip bos,1
"belum dicoba,packing aman dan rapi... kualitas okey...",1
"barangnya bagus, sesuai dengan yang di gambar",1
dicoba pasang kameranya aja dan belum nyala.,1
selalu puasa belanja disini. mantap,1
Mantaaab berfungsi mantab,1
"cepat sampai, Terima kasih",1
puas mantaf.,1
barang oke sesuai diskripsi harga termurah seller respon cepat pengiriman cepat,1
"terimakasih barang udah sampe dan udah di pasang, aman normal gak ada kendala",1
"mntep smpe tujuan dgn selamat, blm dicoba smoga normal",1
barang nya oke respon seller cepat pengiriman cepat harga termurah,1
Barang sampai dalam keadaan sangat baik.,1
barang di packing rapih mudah2an barang tidak ada kendala,1
maaf baru kasih ulasan. sudah terpasang. barang berfungsi dengan baik.,1
"mati 1 kameranya, tpi yaudh lah",0
beli 5pcs camera yang 1pcs burem,0
"tinggal pasang, semoga lancar dan berfungsi. tqu gan dan sukses selalu",1
"packing rapi,blm di coba,semoga awet",1
"barang berfungsi normal, resolusi kamera rendah , seller fast response",0
"orang2 kalo ngasih review tolong yg di review tuh produk yg di beli, bukan kurir nya cepet lah apa lah, kurir mah kurir produk mah produk, org lain tuh sblm beli pgn tau... ",1
1 biji sesuai,1
thksss,1
mantappp barang sesuai deskripsii.. pengiriman super duper cepattt...,0
mantap hidup,1
"mantap hasilnya, semoga malem juga bagus",1
"original, 
sudah terpasang dan gambar jernih.

Berfungsi dengan baik.",1
"kemasan rapi, packing bagus, barang nya lengkap semua, fast respon kpd customer. tapi blm sy coba atau blm sy pasang. terimakasih sdh dikirim.Produk original kualitas ter... ",1
sya blum pasang tpi semoga menjdi berkah,1
bagus murah,0
packingnya aman bangets,1
barangnya 100%  ori,1
"Pesanan sesuai, kirain masih pake kotak asli, tp gpp yang penting unitnya berfungsi normal. Dapat pouch, pembersih sama udh kepasang pelindung layar. Semoga awet
Bisa req... ",1
"Kualitas barang secara fisik ok, resolusi maks video 4k 30fps, foto bisa 30Megapixel, kualitas gambar tidak bisa tajam mungkin karena depth of fieldnya terlalu besar, jad... ",1
"harga segini sudah mantappp,, rekaman bisa sampai 1 jam kalo ngecas sampe lampu indikator mati, mantap semua cuma sayang nya kameranya aga patah patah saat di pindah ke h... ",1
Brg dah sampai...semua okey....terima kasih....,1
paket sudah diterima dan kinerja produk sudah dicoba semoga barangnya ok,1
paket sudah diterima dan sesuai dengan pesanan terima kasih ya kak atas kirimannya sdh dicek n recek,1
Oke barangnya sdh dicek ya ko terima kasih dan seperti biasanya ya kalau ad kendala saya langsung kbri jg ttp yg bagus dicek tq,1
kadang ada bintik bintik kecil dikamera ada muncul hbs itu dia hilang tp untung Gk ad pengaruh di wifi,1
Sudah diterima kali ini sdh dicek smua ok kmarin pernah masalah,1
sudah diterima dan kali ini tdk ad masalah thanks sebelumnya,1
Paketnya sudah diterima dan sesuaibdengan pesanan trims,1
"Dibagian atas kamera ada bintik hitam udh coba lap msh aja ada, over all bagus, mhn kedepannya dicek lg ya smua yg Bagus thanks",0
paket sudah diterima dan sesuai dengan pesanan semoga barangnya awet ya terima kasih ya gan sip sip oke,1
"pengiriman cepat,packing aman.semua berfungsi dgn baik.",0
"kualitas bagus,kamera sesuai deksripsj,pengiroman cepat,packing rapj",1
"Paket sudah diterima sesuai pesanan dalam keadaan baik. Memang gak berharap banyak dari action cam ini.., sesuai dengan harganya.....",1
"semua aman, cuma wifi nya gbisa konek knp ya",1
pertama beli unitnya gak bisa nyala. harus di retur dan menunggu lagi lumayan agak lama. setelah barang samapai unit bisa nyala normal dan bisa di cas. sayangnya setelah... ,0
baik tapi batrai nya trnyata cm 20an menit,1
wifi tidak berfungsi ..,1
"barangnya bagus cuma kapasitasnya batrai nya ngga lama banget cu 1 setengah jam, sama di paket pembeliannya kalau saya ngga dapat micro SD cardnya",0
"barang original dan berkualitas, sesuai deskripsi, respon penjual mantap dan pengiriman cepat.",1
"packing aman dan barang berfungsi dg baik,tks",1
mantaappp,1
"blm dicoba, smoga bisa",1
"Barang pesanan aman, bagus, cepat sampai, lebih cepat dari perkiraan. Barang lengkap tanpa kekurangan ataupun kerusakan, okelah sipp",0
lengkap bgt printilannya....blm di pake sih mudahan fungsi dgn baik dan awet,1
"keren
luar biasa.. sesuai yg di tawarkan.. 
semoga trs maju toko'a/seller'a/kurir'a/TokPed jg tentu'a
klo ada 10 bintang layaklh kalian dapatkan... ttp am... ",1
"barang ok, berfungsi normal seller fast respond",1
kira in beneran kogan eeh yang datang tidak ada kata kogannya,1
"pelayanan cepat, kamera berfungsi dg baik. sesuai deskripsi",1
mantap untuk harga segitu yaa Oke lah min,1
"kualitas video tidak 4k, baterai lemah untuk 2 kali penyelaman, kualitas foto terlampir",1
ok lah harga seginimah udah wifi pula ok sip lah,1
"packagingnya aman.
packagingnya rapi.
pengirimannya cepat dan tepat waktu.
sellernya juga ramah.

untuk kameranya belum dicoba.
semoga bisa berfungsi dengan baik kamerany... ",1
kamera nya ga sebagus harapan,1
brang sesuai harga,1
"tidak sesuai dengan deskripsi.
tp ya sudah lah..",0
barang oke slamat sampsi tujuan trima kasih,1
"barang kurang bagus layar bergaris 
tdk bisa konek wifi di aplikasi tdk bisa dibuka",0
sangat puas pengiriman lebih cepat dari perkiraan,1
nice bro,1
"cuma nyala doang dikasih memory gak terdeteksi, buat bidik juga gak bisa, WiFi kadang tersambung kadang enggak.",1
Alat... 1)Tidak...Berfungsi dgn semsti nya..  2)Tdk berfungsi... ..3)  Barang ; Baru atau Bekas?  4) Barang /Alat di JAMIN... Tidak Bisa DiGanti / DiTukar...!!!! (ha3....... ,0
sesuai harga,1
mantap responsif,1
baru di coba udah eror harus lepas battery,0
"terimakasih untuk tokonya barang sudah di terima, 
barang bagus bisa di pakai dan lengkap. terimakasih juga untuk TOKOPEDIA sukses selalu.",1
"barangx bagus, baxak bonusx, saya suka, semoga toko ini semakin amanah, terimakasih Tokopedia terimakasih,,saya sangat puas,",1
"merk deskripsi tidak sesuai dengan barang yang di kirim, barang yang di kirim merk SPORT 4K bukan dari kogan yang asli walau tampilan hampir sama dan aplikasi pendukung y... ",1
menyala dgn sempurna.. smoga sukses slalu agan..trimksh,1
layanan cepat barang sesuai,1
"tidak bisa konek ke WiFi android dan pas di coba² malah padam, tpi di cas hidup lagi, dan ketika di lepas lagi cas ny, padam dan gamau hidup😪",0
"saya coba tanya penjual, katanya bisa mode berkendara. ternyata tidak. jadi tidak cocok untuk dimobil. dan tombol kanan tidak berfungsi dgn baik.
kemasan tidak aman",1
"mantap gan sampe nya cepet bngt dan produk nya lengkap sukses terus ya gan, SDH dicoba juga langsung nyala tinggal di tes aj nih. lebih bagus lagi sih klu ad memory nya n... ",1
barang sesuai pesanan good,1
"konten di Youtube saya pake kamera ini  hasilnya bisa di cek di link berikut:

************************************************",0
Okai,1
sesuai dg di foto,1
baraangnya sampai dgn selamat... mau bertanya aplikasi ap yg cocok untuk coneksi wifinya,1
"seller gercep,barang sesuai,hanya hanya pengiriman sudah sampai 2hri tpi kurir tdk antarkan ngesellin banget sicpt jdi hrus ambil sndri k kntor sicpt, nama doank sicpt ny... ",0
paketnya kurang lengkap d storynya ada kartu memori ternyata TDK ada,0
mantul barangnya super super lengkap..berpungsi semua..,1
"barang sudah diterima, berfungsi dengan baik. cuma kualitas gambar sesuai harga. untuk aplikasi connect ke wifi cuma bisa pakai aplikasi go track. aplikasi rekomendasi dr... ",0
"Sebelum membeli produk ini sebaiknya berpikir dulu,saya sudah kena memang tergolong murah tetapi gak nyangka barangnya murahan dan bermasalah baru dibuka sudah bermasalah... ",0
"Well done, beyond expectation, so complete, Thanks so much",1
"Barang di terima dengan aman, hanya pas pengiriman tidak sesuai estimasi jadi harus nunggu lebih lama",1
fast response & good quality product,1
"murah tapi ga murahan, 4K ultra HD Kogan.... mantaf... real pict",0
mantapProduk sesuai deskripsi. Semua fitur berfungsi baik. wow diluar ekspetasi. waterproof.,0
"untuk sekarang masih ok lah.. app sma wifinya juga bisa

cuma wkt dtng dos""nya penyok sna sini 😅😅",1
WiFi tidak bisa di gunakan !!!..... sangat sangat mengecewakan !!!....,0
pengiriman sangat cepat.. si cepat express donkProduk sesuai deskripsi.,0
Produk sesuai deskripsi.Semua fitur berfungsi baik. ...bagus,1
admin respon cepat...pengiriman cepat... 1 hari nyampe..ga nyesel belanja disini... terjamin mantap,1
waterproof. wow diluar ekspetasi. Produk sesuai deskripsi. Semua fitur berfungsi baik.,1
Produk sesuai deskripsi. Semua fitur berfungsi baik. waterproof. sudah dites wifi fungsi ok termurah ditoped joss well kusumo,1
"sukses lapaknya, sudah keterima barangnya",1
Produk sesuai deskripsi. wow diluar ekspetasi. Semua fitur berfungsi baik. waterproof.,1
"bagus untuk harga segitu, ono horgo ono rupo. kalo mau yang lbh bagus beli gopro aja bos jgn ini. aneh bngt sama yg ngasi bintang kecil.",0
"Produk sesuai deskripsi. ...semua berfungsi dgn baik...WiFi connecting dgn aplikasi....pengiriman, kemasan ok dan proses cpt...... barang sudah dicoba ok👍👍👍terima kasi... ",0
Produk sesuai deskripsi. Semua fitur berfungsi baik.,1
"dah tiba sesuai dengan pesanan, thx a lot",0
Paket mendarat dengan selamat. Barang yang bagus untuk kalian Youtuber Pemula. Di luar ekspetasi Waterproof.,1
"top, mantap",1
paket sudah Dateng. pengiriman cepat dan sesuai Pict seleranya amanah bisa jadi langganan👍Produk sesuai deskripsi. Semua fitur berfungsi baik. waterproof. wow diluar eks... ,1
"barang bagus sesuai pesanan penjual respon cepatnya sangat cepat begitu juga pengirimannya pesan minggu hari senin sudah tiba, sangat memuaskan Produk sesuai deskripsi. S... ",1
"knpa tidak bisa terhubung ke hanphone, padahal udh download aplikasinya",1
"barang bagus sesuai penawaran, cuma karena nggak ada micro sd cards jadi nggak bs digunakan sarannya next diinfo sj jika include micro sd harganya jd nambah sekian, over... ",0
"barang bagus,,pecking aman dan rapi💪💪👍",0
"tokonya amanah...mudahan sukses selalu Pa...brgnya komplit sesuai pesanan,dan pengiriman cukup cpt sampainya",1
biar bintang yg menjawab,0
wkwkwkwkwkw,1
"Packingnya Mantap
Delivery sesuai estimasi
Recommended seller",1
"barang diterima dengan cepat, sehari nyampai, sudah di tes dan semua berfungsi.
semoga awet barangnya.
Makasih ya Gan, semoga sukses selalu.",1
mantap pwngiriman cepat,1
"barang berfungsi....
cuman sayang casanya rusak gak bisa di pake
harusnya pihak pengrim harus ngasih tanda barang mudah pecah biar di kurirnya lebih berhatihati saat peng... ",0
"barang sudah di terima, pengiriman cepat, respon penjual baik,, barang sesuai pesanan, mudah2an waet barang nya.. tks dan sukses terus jualannay",1
"barangnya sda sya trima dlm keadaan baik,  dan cepat trimakasi.",1
"jdjjffnnfjkfkfjddn
",1
barang wokey boskuh....goodjob,1
hasil gambar /vidio tidak bagus sepertti memakai kamera pga aja,1
"barang ok, pengiriman cepat, respon penjual cepat",1
wifi tidak bisa di pakai ke HP,1
"Packing rapi dan aman
Barang langsung dicoba
Semoga bermanfaat",1
mountingnya kurang satu,1
brg & kualitas sesuai dgn harga cuma kok gk bisa connect ya wifinya..,1
barang rusak di kirimnya seller badjingan,0
"trimakasih kogan kw udah nyampek,, ",1
Mantap pokok nya mah . ,1
Barang sudah di terima smoga awet,1
"real pict,
cuma masih bingung cara connecting ke hp nya..
maklum gaptek..",1
Tidak bisa terhubung ke hp padahal sudah download aplikasi sesuai petunjuk ,0
